Date,"Temperature, *C","RH, %","Dew Point, *C"
20-11-21 15:16:10,7.00,17.21,-16.22
20-11-21 15:18:10,6.99,17.34,-16.14
20-11-21 15:20:10,6.98,17.45,-16.08
20-11-21 15:22:10,6.97,17.53,-16.03
20-11-21 15:24:10,6.99,17.47,-16.06
20-11-21 15:26:10,6.98,17.29,-16.18
20-11-21 15:28:10,6.97,17.15,-16.29
20-11-21 15:30:10,6.94,17.17,-16.31
20-11-21 15:32:10,6.91,16.96,-16.47
20-11-21 15:34:10,6.91,17.04,-16.42
20-11-21 15:36:10,6.89,17.18,-16.33
20-11-21 15:38:10,6.89,17.18,-16.33
20-11-21 15:40:10,6.90,17.08,-16.39
20-11-21 15:42:10,6.90,17.08,-16.39
20-11-21 15:44:10,6.90,17.19,-16.32
20-11-21 15:46:10,6.87,17.29,-16.28
20-11-21 15:48:10,6.89,16.84,-16.57
20-11-21 15:50:10,6.87,17.22,-16.32
20-11-21 15:52:10,6.93,17.37,-16.18
20-11-21 15:54:10,6.93,17.42,-16.14
20-11-21 15:56:10,7.00,17.50,-16.03
20-11-21 15:58:10,7.02,17.61,-15.93
20-11-21 16:00:10,7.08,17.72,-15.81
20-11-21 16:02:10,7.11,17.76,-15.76
20-11-21 16:04:10,7.15,17.92,-15.62
20-11-21 16:06:10,7.22,18.03,-15.49
20-11-21 16:08:10,7.23,18.17,-15.39
20-11-21 16:10:10,7.24,18.23,-15.34
20-11-21 16:12:10,7.28,18.29,-15.27
20-11-21 16:14:10,7.30,18.34,-15.21
20-11-21 16:16:10,7.32,18.42,-15.14
20-11-21 16:18:10,7.34,18.47,-15.09
20-11-21 16:20:10,7.37,18.52,-15.04
20-11-21 16:22:10,7.40,18.50,-15.03
20-11-21 16:24:10,7.39,18.52,-15.03
20-11-21 16:26:10,7.37,18.58,-15.00
20-11-21 16:28:10,7.41,18.53,-15.00
20-11-21 16:30:10,7.40,18.55,-15.00
20-11-21 16:32:10,7.41,18.54,-15.00
20-11-21 16:34:10,7.39,18.58,-14.98
20-11-21 16:36:10,7.42,18.55,-14.98
20-11-21 16:38:10,7.39,18.60,-14.98
20-11-21 16:40:10,7.40,18.70,-14.90
20-11-21 16:42:10,7.40,18.76,-14.86
20-11-21 16:44:10,7.44,18.74,-14.84
20-11-21 16:46:10,7.45,18.81,-14.79
20-11-21 16:48:10,7.45,18.82,-14.78
20-11-21 16:50:10,7.45,18.84,-14.76
20-11-21 16:52:10,7.45,18.87,-14.75
20-11-21 16:54:10,7.44,18.89,-14.74
20-11-21 16:56:10,7.46,18.81,-14.78
20-11-21 16:58:10,7.44,18.92,-14.72
20-11-21 17:00:10,7.42,18.95,-14.72
20-11-21 17:02:10,7.46,18.98,-14.67
20-11-21 17:04:10,7.45,19.03,-14.65
20-11-21 17:06:10,7.47,19.03,-14.63
20-11-21 17:08:10,7.45,19.09,-14.61
20-11-21 17:10:10,7.43,19.08,-14.63
20-11-21 17:12:10,7.45,19.09,-14.61
20-11-21 17:14:10,7.41,19.11,-14.63
20-11-21 17:16:10,7.42,19.12,-14.61
20-11-21 17:18:10,7.40,19.17,-14.60
20-11-21 17:20:10,7.40,19.28,-14.53
20-11-21 17:22:10,7.44,19.22,-14.53
20-11-21 17:24:10,7.42,19.31,-14.49
20-11-21 17:26:10,7.41,19.41,-14.44
20-11-21 17:28:10,7.41,19.34,-14.48
20-11-21 17:30:10,7.42,19.30,-14.50
20-11-21 17:32:10,7.42,19.44,-14.41
20-11-21 17:34:10,7.40,19.47,-14.41
20-11-21 17:36:10,7.44,19.49,-14.36
20-11-21 17:38:10,7.40,19.49,-14.40
20-11-21 17:40:10,7.42,19.57,-14.33
20-11-21 17:42:10,7.40,19.61,-14.32
20-11-21 17:44:10,7.43,19.69,-14.25
20-11-21 17:46:10,7.42,19.73,-14.23
20-11-21 17:48:10,7.43,19.71,-14.24
20-11-21 17:50:10,7.42,19.74,-14.23
20-11-21 17:52:10,7.42,19.75,-14.22
20-11-21 17:54:10,7.44,19.75,-14.20
20-11-21 17:56:10,7.42,19.69,-14.26
20-11-21 17:58:10,7.39,19.66,-14.30
20-11-21 18:00:10,7.39,19.64,-14.31
20-11-21 18:02:10,7.37,19.77,-14.25
20-11-21 18:04:10,7.37,19.78,-14.24
20-11-21 18:06:10,7.37,19.81,-14.22
20-11-21 18:08:10,7.35,19.80,-14.24
20-11-21 18:10:10,7.29,19.86,-14.26
20-11-21 18:12:10,7.29,19.86,-14.26
20-11-21 18:14:10,7.30,19.81,-14.28
20-11-21 18:16:10,7.24,19.73,-14.38
20-11-21 18:18:10,7.18,19.76,-14.41
20-11-21 18:20:10,7.16,19.73,-14.45
20-11-21 18:22:10,7.14,19.82,-14.41
20-11-21 18:24:10,7.12,19.83,-14.42
20-11-21 18:26:10,7.11,19.90,-14.39
20-11-21 18:28:10,7.08,19.84,-14.45
20-11-21 18:30:10,7.08,19.84,-14.45
20-11-21 18:32:10,7.03,19.73,-14.55
20-11-21 18:34:10,7.00,19.81,-14.53
20-11-21 18:36:10,6.99,19.83,-14.53
20-11-21 18:38:10,7.00,19.83,-14.52
20-11-21 18:40:10,6.95,19.84,-14.56
20-11-21 18:42:10,6.97,19.79,-14.57
20-11-21 18:44:10,6.94,19.82,-14.58
20-11-21 18:46:10,6.93,19.78,-14.61
20-11-21 18:48:10,6.90,19.80,-14.61
20-11-21 18:50:10,6.91,19.83,-14.59
20-11-21 18:52:10,6.90,19.87,-14.58
20-11-21 18:54:10,6.88,19.82,-14.62
20-11-21 18:56:10,6.86,19.82,-14.64
20-11-21 18:58:10,6.83,19.85,-14.65
20-11-21 19:00:10,6.84,19.80,-14.67
20-11-21 19:02:10,6.83,19.91,-14.61
20-11-21 19:04:10,6.83,19.85,-14.65
20-11-21 19:06:10,6.83,19.91,-14.61
20-11-21 19:08:10,6.82,19.91,-14.62
20-11-21 19:10:10,6.80,19.89,-14.65
20-11-21 19:12:10,6.80,19.91,-14.64
20-11-21 19:14:10,6.79,19.92,-14.64
20-11-21 19:16:10,6.76,19.91,-14.67
20-11-21 19:18:10,6.76,19.88,-14.69
20-11-21 19:20:10,6.74,19.92,-14.68
20-11-21 19:22:10,6.74,19.91,-14.69
20-11-21 19:24:10,6.75,20.02,-14.61
20-11-21 19:26:10,6.75,20.10,-14.56
20-11-21 19:28:10,6.74,20.07,-14.59
20-11-21 19:30:10,6.75,19.97,-14.64
20-11-21 19:32:10,6.79,19.97,-14.61
20-11-21 19:34:10,6.76,19.95,-14.64
20-11-21 19:36:10,6.72,19.94,-14.69
20-11-21 19:38:10,6.71,19.95,-14.69
20-11-21 19:40:10,6.71,20.05,-14.63
20-11-21 19:42:10,6.71,20.01,-14.65
20-11-21 19:44:10,6.68,20.06,-14.64
20-11-21 19:46:10,6.69,20.13,-14.60
20-11-21 19:48:10,6.69,20.14,-14.59
20-11-21 19:50:10,6.70,20.16,-14.57
20-11-21 19:52:10,6.72,20.10,-14.59
20-11-21 19:54:10,6.70,20.06,-14.63
20-11-21 19:56:10,6.71,20.12,-14.58
20-11-21 19:58:10,6.69,20.08,-14.63
20-11-21 20:00:10,6.68,20.09,-14.63
20-11-21 20:02:10,6.65,20.14,-14.63
20-11-21 20:04:10,6.67,20.14,-14.61
20-11-21 20:06:10,6.67,20.14,-14.61
20-11-21 20:08:10,6.67,20.20,-14.57
20-11-21 20:10:10,6.68,20.11,-14.62
20-11-21 20:12:10,6.66,20.12,-14.63
20-11-21 20:14:10,6.66,19.98,-14.71
20-11-21 20:16:10,6.66,20.03,-14.68
20-11-21 20:18:10,6.65,19.93,-14.75
20-11-21 20:20:10,6.63,19.87,-14.81
20-11-21 20:22:10,6.57,19.86,-14.86
20-11-21 20:24:10,6.55,19.81,-14.90
20-11-21 20:26:10,6.49,19.73,-15.01
20-11-21 20:28:10,6.48,19.78,-14.99
20-11-21 20:30:10,6.45,19.89,-14.94
20-11-21 20:32:10,6.44,19.95,-14.91
20-11-21 20:34:10,6.49,19.95,-14.87
20-11-21 20:36:10,6.51,20.02,-14.82
20-11-21 20:38:10,6.49,20.02,-14.83
20-11-21 20:40:10,6.52,20.18,-14.71
20-11-21 20:42:10,6.52,20.08,-14.77
20-11-21 20:44:10,6.51,20.12,-14.76
20-11-21 20:46:10,6.56,20.16,-14.68
20-11-21 20:48:10,6.52,20.12,-14.75
20-11-21 20:50:10,6.52,20.24,-14.67
20-11-21 20:52:10,6.54,20.23,-14.66
20-11-21 20:54:10,6.52,20.19,-14.70
20-11-21 20:56:10,6.55,20.19,-14.67
20-11-21 20:58:10,6.50,20.18,-14.73
20-11-21 21:00:10,6.50,20.16,-14.74
20-11-21 21:02:10,6.44,20.11,-14.81
20-11-21 21:04:10,6.46,19.94,-14.90
20-11-21 21:06:10,6.41,19.97,-14.93
20-11-21 21:08:10,6.38,20.00,-14.94
20-11-21 21:10:10,6.40,20.12,-14.84
20-11-21 21:12:10,6.40,20.16,-14.82
20-11-21 21:14:10,6.41,20.11,-14.84
20-11-21 21:16:10,6.38,20.09,-14.88
20-11-21 21:18:10,6.39,20.19,-14.81
20-11-21 21:20:10,6.39,20.17,-14.82
20-11-21 21:22:10,6.41,20.14,-14.82
20-11-21 21:24:10,6.41,20.25,-14.76
20-11-21 21:26:10,6.40,20.16,-14.82
20-11-21 21:28:10,6.39,20.12,-14.85
20-11-21 21:30:10,6.36,20.17,-14.85
20-11-21 21:32:10,6.36,20.17,-14.85
20-11-21 21:34:10,6.36,20.09,-14.90
20-11-21 21:36:10,6.33,20.07,-14.93
20-11-21 21:38:10,6.31,20.12,-14.92
20-11-21 21:40:10,6.33,20.20,-14.86
20-11-21 21:42:10,6.33,20.20,-14.86
20-11-21 21:44:10,6.34,20.26,-14.81
20-11-21 21:46:10,6.30,20.18,-14.89
20-11-21 21:48:10,6.33,20.20,-14.86
20-11-21 21:50:10,6.34,20.13,-14.89
20-11-21 21:52:10,6.31,20.18,-14.88
20-11-21 21:54:10,6.31,20.21,-14.86
20-11-21 21:56:10,6.30,20.23,-14.86
20-11-21 21:58:10,6.31,20.21,-14.86
20-11-21 22:00:10,6.29,20.23,-14.87
20-11-21 22:02:10,6.30,20.20,-14.88
20-11-21 22:04:10,6.28,20.16,-14.92
20-11-21 22:06:10,6.24,20.13,-14.97
20-11-21 22:08:10,6.26,20.18,-14.92
20-11-21 22:10:10,6.26,20.24,-14.89
20-11-21 22:12:10,6.27,20.20,-14.91
20-11-21 22:14:10,6.27,20.21,-14.89
20-11-21 22:16:10,6.26,20.18,-14.92
20-11-21 22:18:10,6.27,20.29,-14.85
20-11-21 22:20:10,6.30,20.18,-14.89
20-11-21 22:22:10,6.24,20.10,-14.99
20-11-21 22:24:10,6.27,20.21,-14.90
20-11-21 22:26:10,6.31,20.18,-14.88
20-11-21 22:28:10,6.26,20.18,-14.92
20-11-21 22:30:10,6.26,20.23,-14.90
20-11-21 22:32:10,6.27,20.18,-14.92
20-11-21 22:34:10,6.27,20.24,-14.88
20-11-21 22:36:10,6.23,20.11,-14.99
20-11-21 22:38:10,6.25,20.18,-14.93
20-11-21 22:40:10,6.25,20.11,-14.97
20-11-21 22:42:10,6.22,20.03,-15.05
20-11-21 22:44:10,6.19,20.03,-15.07
20-11-21 22:46:10,6.15,20.05,-15.09
20-11-21 22:48:10,6.15,19.98,-15.13
20-11-21 22:50:10,6.11,19.98,-15.17
20-11-21 22:52:10,6.08,19.95,-15.21
20-11-21 22:54:10,6.09,19.95,-15.21
20-11-21 22:56:10,6.08,19.85,-15.27
20-11-21 22:58:10,6.07,19.75,-15.34
20-11-21 23:00:10,6.01,19.74,-15.40
20-11-21 23:02:10,5.98,19.78,-15.40
20-11-21 23:04:10,5.97,19.70,-15.45
20-11-21 23:06:10,5.97,19.70,-15.45
20-11-21 23:08:10,5.97,19.62,-15.50
20-11-21 23:10:10,5.92,19.61,-15.56
20-11-21 23:12:10,5.91,19.56,-15.60
20-11-21 23:14:10,5.92,19.60,-15.56
20-11-21 23:16:10,5.91,19.56,-15.60
20-11-21 23:18:10,5.90,19.57,-15.60
20-11-21 23:20:10,5.90,19.51,-15.63
20-11-21 23:22:10,5.91,19.51,-15.63
20-11-21 23:24:10,5.89,19.51,-15.64
20-11-21 23:26:10,5.89,19.45,-15.68
20-11-21 23:28:10,5.85,19.56,-15.64
20-11-21 23:30:10,5.87,19.48,-15.67
20-11-21 23:32:10,5.89,19.49,-15.66
20-11-21 23:34:10,5.84,19.43,-15.73
20-11-21 23:36:10,5.85,19.44,-15.71
20-11-21 23:38:10,5.85,19.46,-15.70
20-11-21 23:40:10,5.85,19.40,-15.74
20-11-21 23:42:10,5.85,19.54,-15.65
20-11-21 23:44:10,5.83,19.47,-15.71
20-11-21 23:46:10,5.84,19.46,-15.71
20-11-21 23:48:10,5.84,19.46,-15.71
20-11-21 23:50:10,5.84,19.41,-15.74
20-11-21 23:52:10,5.85,19.44,-15.71
20-11-21 23:54:10,5.82,19.51,-15.70
20-11-21 23:56:10,5.83,19.44,-15.73
20-11-21 23:58:10,5.81,19.47,-15.73
20-11-22 00:00:10,5.82,19.52,-15.69
20-11-22 00:02:10,5.83,19.51,-15.69
20-11-22 00:04:10,5.83,19.43,-15.74
20-11-22 00:06:10,5.85,19.40,-15.74
20-11-22 00:08:10,5.82,19.38,-15.78
20-11-22 00:10:10,5.83,19.41,-15.75
20-11-22 00:12:10,5.81,19.36,-15.80
20-11-22 00:14:10,5.80,19.35,-15.82
20-11-22 00:16:10,5.78,19.35,-15.83
20-11-22 00:18:10,5.82,19.33,-15.81
20-11-22 00:20:10,5.77,19.34,-15.85
20-11-22 00:22:10,5.78,19.33,-15.85
20-11-22 00:24:10,5.77,19.33,-15.86
20-11-22 00:26:10,5.74,19.29,-15.90
20-11-22 00:28:10,5.71,19.28,-15.93
20-11-22 00:30:10,5.72,19.34,-15.88
20-11-22 00:32:10,5.69,19.34,-15.91
20-11-22 00:34:10,5.70,19.24,-15.96
20-11-22 00:36:10,5.68,19.28,-15.96
20-11-22 00:38:10,5.66,19.29,-15.97
20-11-22 00:40:10,5.65,19.28,-15.98
20-11-22 00:42:10,5.65,19.26,-15.99
20-11-22 00:44:10,5.62,19.24,-16.03
20-11-22 00:46:10,5.65,19.29,-15.98
20-11-22 00:48:10,5.59,19.26,-16.05
20-11-22 00:50:10,5.60,19.30,-16.01
20-11-22 00:52:10,5.59,19.19,-16.09
20-11-22 00:54:10,5.57,19.19,-16.10
20-11-22 00:56:10,5.54,19.24,-16.10
20-11-22 00:58:10,5.54,19.22,-16.11
20-11-22 01:00:10,5.51,19.25,-16.12
20-11-22 01:02:10,5.49,19.22,-16.15
20-11-22 01:04:10,5.49,19.22,-16.16
20-11-22 01:06:10,5.46,19.18,-16.20
20-11-22 01:08:10,5.46,19.20,-16.19
20-11-22 01:10:10,5.46,19.20,-16.19
20-11-22 01:12:10,5.46,19.20,-16.19
20-11-22 01:14:10,5.43,19.20,-16.21
20-11-22 01:16:10,5.41,19.20,-16.23
20-11-22 01:18:10,5.40,19.13,-16.28
20-11-22 01:20:10,5.39,19.15,-16.28
20-11-22 01:22:10,5.40,19.09,-16.31
20-11-22 01:24:10,5.38,19.16,-16.28
20-11-22 01:26:10,5.33,19.09,-16.37
20-11-22 01:28:10,5.34,19.11,-16.34
20-11-22 01:30:10,5.32,19.08,-16.38
20-11-22 01:32:10,5.27,19.07,-16.43
20-11-22 01:34:10,5.32,19.09,-16.37
20-11-22 01:36:10,5.25,19.11,-16.42
20-11-22 01:38:10,5.27,19.04,-16.44
20-11-22 01:40:10,5.25,19.09,-16.43
20-11-22 01:42:10,5.27,19.02,-16.46
20-11-22 01:44:10,5.25,19.04,-16.46
20-11-22 01:46:10,5.25,19.03,-16.47
20-11-22 01:48:10,5.24,19.03,-16.48
20-11-22 01:50:10,5.22,18.95,-16.54
20-11-22 01:52:10,5.19,19.01,-16.53
20-11-22 01:54:10,5.19,18.96,-16.56
20-11-22 01:56:10,5.19,18.98,-16.55
20-11-22 01:58:10,5.18,18.98,-16.56
20-11-22 02:00:10,5.12,18.93,-16.64
20-11-22 02:02:10,5.13,18.93,-16.63
20-11-22 02:04:10,5.13,18.87,-16.67
20-11-22 02:06:10,5.12,18.93,-16.64
20-11-22 02:08:10,5.10,18.93,-16.66
20-11-22 02:10:10,5.09,18.88,-16.70
20-11-22 02:12:10,5.08,18.89,-16.70
20-11-22 02:14:10,5.03,18.94,-16.71
20-11-22 02:16:10,5.06,18.89,-16.72
20-11-22 02:18:10,5.02,18.91,-16.74
20-11-22 02:20:10,4.97,18.84,-16.82
20-11-22 02:22:10,5.02,18.92,-16.73
20-11-22 02:24:10,5.02,18.88,-16.76
20-11-22 02:26:10,4.96,18.86,-16.82
20-11-22 02:28:10,5.00,18.86,-16.79
20-11-22 02:30:10,4.94,18.89,-16.82
20-11-22 02:32:10,4.95,18.82,-16.85
20-11-22 02:34:10,4.98,18.86,-16.80
20-11-22 02:36:10,4.92,18.86,-16.85
20-11-22 02:38:10,4.95,18.84,-16.84
20-11-22 02:40:10,4.93,18.85,-16.85
20-11-22 02:42:10,4.91,18.85,-16.86
20-11-22 02:44:10,4.90,18.82,-16.89
20-11-22 02:46:10,4.91,18.84,-16.87
20-11-22 02:48:10,4.87,18.83,-16.91
20-11-22 02:50:10,4.87,18.82,-16.92
20-11-22 02:52:10,4.88,18.82,-16.91
20-11-22 02:54:10,4.89,18.80,-16.91
20-11-22 02:56:10,4.84,18.87,-16.91
20-11-22 02:58:10,4.84,18.82,-16.94
20-11-22 03:00:10,4.84,18.82,-16.94
20-11-22 03:02:10,4.83,18.80,-16.96
20-11-22 03:04:10,4.79,18.83,-16.98
20-11-22 03:06:10,4.87,18.85,-16.90
20-11-22 03:08:10,4.83,18.83,-16.94
20-11-22 03:10:10,4.82,18.85,-16.94
20-11-22 03:12:10,4.80,18.83,-16.97
20-11-22 03:14:10,4.81,18.83,-16.96
20-11-22 03:16:10,4.81,18.80,-16.98
20-11-22 03:18:10,4.82,18.88,-16.92
20-11-22 03:20:10,4.80,18.83,-16.97
20-11-22 03:22:10,4.78,18.81,-17.00
20-11-22 03:24:10,4.81,18.81,-16.97
20-11-22 03:26:10,4.81,18.81,-16.97
20-11-22 03:28:10,4.81,18.81,-16.97
20-11-22 03:30:10,4.80,18.85,-16.96
20-11-22 03:32:10,4.78,18.89,-16.95
20-11-22 03:34:10,4.80,18.88,-16.94
20-11-22 03:36:10,4.80,18.96,-16.89
20-11-22 03:38:10,4.80,18.88,-16.94
20-11-22 03:40:10,4.77,18.88,-16.96
20-11-22 03:42:10,4.78,18.83,-16.98
20-11-22 03:44:10,4.76,18.86,-16.98
20-11-22 03:46:10,4.78,18.86,-16.97
20-11-22 03:48:10,4.76,18.88,-16.97
20-11-22 03:50:10,4.77,18.95,-16.92
20-11-22 03:52:10,4.75,18.91,-16.96
20-11-22 03:54:10,4.76,18.92,-16.94
20-11-22 03:56:10,4.75,18.86,-16.99
20-11-22 03:58:10,4.72,18.89,-17.00
20-11-22 04:00:10,4.69,18.92,-17.00
20-11-22 04:02:10,4.68,18.86,-17.05
20-11-22 04:04:10,4.72,18.84,-17.03
20-11-22 04:06:10,4.69,18.89,-17.02
20-11-22 04:08:10,4.68,18.90,-17.02
20-11-22 04:10:10,4.68,18.84,-17.06
20-11-22 04:12:10,4.64,18.82,-17.11
20-11-22 04:14:10,4.65,18.81,-17.11
20-11-22 04:16:10,4.64,18.78,-17.13
20-11-22 04:18:10,4.64,18.82,-17.11
20-11-22 04:20:10,4.64,18.84,-17.10
20-11-22 04:22:10,4.61,18.80,-17.14
20-11-22 04:24:10,4.62,18.80,-17.13
20-11-22 04:26:10,4.61,18.87,-17.11
20-11-22 04:28:10,4.56,18.79,-17.20
20-11-22 04:30:10,4.58,18.85,-17.14
20-11-22 04:32:10,4.60,18.91,-17.08
20-11-22 04:34:10,4.56,18.85,-17.16
20-11-22 04:36:10,4.56,18.85,-17.16
20-11-22 04:38:10,4.57,18.83,-17.16
20-11-22 04:40:10,4.56,18.83,-17.17
20-11-22 04:42:10,4.58,18.88,-17.12
20-11-22 04:44:10,4.56,18.85,-17.16
20-11-22 04:46:10,4.53,18.83,-17.19
20-11-22 04:48:10,4.54,18.80,-17.20
20-11-22 04:50:10,4.54,18.83,-17.18
20-11-22 04:52:10,4.53,18.85,-17.18
20-11-22 04:54:10,4.52,18.85,-17.19
20-11-22 04:56:10,4.52,18.88,-17.17
20-11-22 04:58:10,4.51,18.80,-17.23
20-11-22 05:00:10,4.50,18.83,-17.22
20-11-22 05:02:10,4.47,18.85,-17.23
20-11-22 05:04:10,4.51,18.80,-17.23
20-11-22 05:06:10,4.50,18.81,-17.23
20-11-22 05:08:10,4.50,18.85,-17.21
20-11-22 05:10:10,4.47,18.85,-17.23
20-11-22 05:12:10,4.46,18.85,-17.24
20-11-22 05:14:10,4.47,18.84,-17.24
20-11-22 05:16:10,4.46,18.81,-17.26
20-11-22 05:18:10,4.44,18.86,-17.25
20-11-22 05:20:10,4.45,18.92,-17.20
20-11-22 05:22:10,4.45,18.91,-17.21
20-11-22 05:24:10,4.44,18.84,-17.26
20-11-22 05:26:10,4.45,18.84,-17.25
20-11-22 05:28:10,4.42,18.89,-17.25
20-11-22 05:30:10,4.42,18.87,-17.26
20-11-22 05:32:10,4.42,18.87,-17.26
20-11-22 05:34:10,4.39,18.91,-17.26
20-11-22 05:36:10,4.38,18.91,-17.27
20-11-22 05:38:10,4.41,18.91,-17.25
20-11-22 05:40:10,4.38,18.92,-17.26
20-11-22 05:42:10,4.37,18.87,-17.30
20-11-22 05:44:10,4.36,18.88,-17.30
20-11-22 05:46:10,4.37,18.87,-17.30
20-11-22 05:48:10,4.38,18.90,-17.27
20-11-22 05:50:10,4.35,18.92,-17.29
20-11-22 05:52:10,4.33,18.89,-17.32
